Domain,Emails,Company Name,Privacy Policy URL,Credit Bureau,Phone Numbers,Address,Health,Company Legal Name,Company Domain,Company Domain Aliases,Company Url,Company Site Phone Numbers,Company Site Email Addresses,Company Category Sector,Company Category Industry Group,Company Category Industry,Company Category Sub Industry,Company Category Sic Code,Company Category Naics Code,Company Tags,Company Description,Company Founded Year,Company Location,Company Time Zone,Company Utc Offset,Company Geo Street Number,Company Geo Street Name,Company Geo Sub Premise,Company Geo City,Company Geo Postal Code,Company Geo State,Company Geo State Code,Company Geo Country,Company Geo Country Code,Company Geo Lat,Company Geo Lng,Company Logo,Company Facebook Handle,Company Linkedin Handle,Company Twitter Handle,Company Twitter Id,Company Twitter Bio,Company Twitter Followers,Company Twitter Following,Company Twitter Location,Company Twitter Site,Company Twitter Avatar,Company Crunchbase Handle,Company Type,Company Ticker,Company Identifiers Us Ein,Company Phone,Company Metrics Alexa Us Rank,Company Metrics Alexa Global Rank,Company Metrics Employees,Company Metrics Employees Range,Company Metrics Market Cap,Company Metrics Raised,Company Metrics Annual Revenue,Company Metrics Estimated Annual Revenue,Company Metrics Fiscal Year End,Company Tech,Company Parent Domain,YDR URL
"signalframe.com","contact@signalframe.com","PwC","","","+1 813-351-6919","Paseo de la Castellana, 259B, 28029 Madrid, Spain","","","pwc.com","service-catalyst.com,tyconz.com,pwc.com.na,pwc.lv,pwccustoms.com,signalframe.com,pwc.hu,pwc.com.pg,pwc.lt,pwc.to,pwc.gr,pwc.my,pwc.mg,pwc.com.mu,pwc.mu,samil.com,pwc.com.py,prendiville.com,pwc.ua,pwc.tv,pwcadvisorycareers.com,pwccustomer.co.za,pwc.ci,pwcjp.com,pwc.it,pwc.ee,pwc.co.il,pwc.cl,ideationcenter.com,pwcmediaoutlook.com,pwcacademy.com.mt,pwc.bb,pwc.com.ve,pwcmalta.com,orgdna.com","","","","Industrials","Commercial & Professional Services","Professional Services","Consulting","73","54","Consulting & Professional Services,Accounting,B2B","PricewaterhouseCoopers is a multinational professional services network of firms, operating as partnerships under the PwC brand.","1998","Paseo de la Castellana, 259B, 28029 Madrid, Spain","Europe/Madrid","2","259B","Paseo de la Castellana","","Madrid","28029","Comunidad de Madrid","MD","Spain","ES","40.4782475","-3.6874985","https://logo.clearbit.com/pwc.com","","company/pwc","PwC","40937524","Latest news and insights from and about the PwC worldwide network.","168460","647","Global","https://t.co/SzSAzaxLmI","https://pbs.twimg.com/profile_images/1145622391797755904/dNKTjY4a_normal.png","organization/pwc-australia","private","","134008324","+1 813-351-6919","2719","3663","284000","100K+","","","43000000000","$10B+","","google_apps,jw_player,facebook_advertiser,adobe_dynamic_tag_management,microsoft_office_365,google_analytics,google_tag_manager,atlassian_confluence,successfactors,oracle_peoplesoft,apache_apex,workday,talend,salesforce,stripe,dell_boomi_atomsphere,gigya,sage_50cloud,quickbooks,webmethods,gitlab,sap_hana,matomo,quest_foglight,oracle_data_integrator,informatica,peoplesoft_sales,db2,siteimprove_analytics,apache_tomcat,alteryx,tibco_rendezvous,atlassian_jira,bluekai,rubicon_project,microsoft_dynamics,kronos,saleslogix,facebook_conversion_tracking,information_builders,gotomeeting,windows_server,filemaker_pro,cloudera,oracle_application_server,appnexus,adp,netsuite,basecamp,teradata,nimsoft,microsoft_project,wrike,apache_kafka,aws_kinesis,aws_redshift,hbase,sailpoint,goldengate,ibm_infosphere_datastage,oracle_endeca,rabbitmq,oracle_fusion,aws_lambda,ncr_retail,splunk,paychex,sap_sales_order_management,qliktech,ibm_cognos,tibco_ems,pipedrive,oracle_business_intelligence,aws_dynamodb,podio,microsoft_team_foundation_server,apache_http_server,sage_crm,github,atlassian_crucible,hootsuite,workamajig,qlikview,oracle_cash_and_treasury_management,pentaho,google_search_appliance,ceridian,zedo,sap_concur,neo4j,marchex,medallia,apache_maven,sap_crm,janrain,netsuite_crm,admeld,apache_cassandra,openx,jaspersoft,ibm_websphere,microsoft_power_bi,apache_spark,sap_business_objects,entrust,ibm_lotus_notes,ibm_infosphere,hp_servers,microsoft_sql_server,iponweb_bidswitch,mongodb,twilio,cision,netsuite_suitecommerce,sap_hybris_marketing,couchbase,oracle_hyperion,rsa_securid,oracle_weblogic,facebook_workplace,openid,thomson_reuters_eikon,sas_data_integration,oracle_essbase,okta,dstillery,pivotal_tracker,planisware,aggregate_knowledge,pubmatic,turn,sap_human_capital_management,sap_crystal_reports,soasta,hive,sugarcrm,oracle_crm,meltwater,atlassian_fisheye,microstrategy,goldmine,apache_hadoop,adobe_marketing_cloud,vmware_server,cyberark,sage_intacct,tibco_spotfire,sitecore,aws_cloudwatch,couchdb,factset,peoplesoft_crm,postgresql,zoho_crm,sybase,sas_enterprise,oracle_human_resources,smartsheet,flexera_software,snaplogic,aws_iam,trello,demandware_analytics,invoca,interspire,mysql,ibm_lotus_domino,dropbox,apache_storm,salesforce_dmp","","https://yourdigitalrights.org/d/signalframe.com","40.4782475,-3.6874985"
"simiocloud.com","Privacy@simiocloud.com","SimioCloud","","","+1 866-600-3430","3, 10155 Westmoor Dr Bldg. 3, Ste. 135, Westminster, CO 80021, USA","","Simio Cloud LLC","simiocloud.com","","","+1 866-600-3430","Privacy@simiocloud.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services","","2020","3, 10155 Westmoor Dr Bldg. 3, Ste. 135, Westminster, CO 80021, USA","America/Denver","-6","10155","Westmoor Drive","Bldg. 3, Ste. 135","Westminster","80021","Colorado","CO","United States","US","39.8976837","-105.111369","","","company/simio-cloud","","","","","","","","","","private","","","","","6196773","5","1-10","","","","$0-$1M","","godaddy_nameserver,microsoft_office_365,wordpress,google_tag_manager,recaptcha,facebook_advertiser,google_analytics,conversio","","https://yourdigitalrights.org/d/simiocloud.com","39.8976837,-105.111369"
"sirdata.com","dpo@sirdata.com","Sirdata","","","+33 1 85 08 50 85,+44 20 3445 0585","20 Rue Saint-Fiacre, 75002 Paris, France","","","sirdata.com","sirdata.fr,sddan.com,sirdata.net,sirdata-initiative.com,sirdata.io","","+33 1 85 08 50 85,+44 20 3445 0585","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Information Technology & Services,Marketing & Advertising,SAAS,B2B","Sirdata offers a suite of multi-lever data solutions combining operational, technological and consulting expertise","2012","20 Rue Saint-Fiacre, 75002 Paris, France","Europe/Paris","2","20","Rue Saint-Fiacre","","Paris","75002","Île-de-France","","France","FR","48.8707548","2.3459809","https://logo.clearbit.com/sirdata.com","sirdatagroup","company/sirdata","SirdataGroup","719970103","","664","1498","Paris, London, ...😉","https://t.co/tgrqFtZzI6","https://pbs.twimg.com/profile_images/1337316413015515137/86faTwLF_normal.png","organization/sirdata","private","","","","","848367","30","11-50","","","","$1M-$10M","","sendgrid,nginx,google_analytics,recaptcha,atlassian_jira,appnexus,github,neo4j,mongodb,ibm_websphere,salesforce,mysql","","https://yourdigitalrights.org/d/sirdata.com","48.8707548,2.3459809"
"siteimpact.com","DataPrivacy@siteimpact.com;sales@siteimpact.com","Site Impact","","","+1 954-982-7900","6119 Lyons Rd, Coconut Creek, FL 33073, USA","","Site Impact LLC","siteimpact.com","","","+1 954-982-7900","sales@siteimpact.com","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","48","51","Information Technology & Services,Technology,Marketing & Advertising,B2B,SAAS","Site Impact specializes in multi-channel direct marketing services. With Site Impact, you can except higher click-through rates, additional traffic to your website, increased conversion rates, improved analytics and our no bots guarantee where we repla...","2010","6119 Lyons Rd, Coconut Creek, FL 33073, USA","America/New_York","-4","6119","Lyons Road","","Coconut Creek","33073","Florida","FL","United States","US","26.3051173","-80.187986","https://logo.clearbit.com/siteimpact.com","","company/site-impact","SiteImpact","8.51E+17","Targeted Email Marketing | Simplified","80","229","Coconut Creek, FL","https://t.co/48B6CPccvi","https://pbs.twimg.com/profile_images/1000068625900990464/HTPhprBw_normal.jpg","","private","","","","28140","124705","90","51-250","","","","$10M-$50M","","dns_made_easy,microsoft_exchange_online,facebook_advertiser,smartlook,outlook,microsoft_office_365,recaptcha,intercom,olark,adroll,centos,facebook_connect,linked_in_advertiser,apache,fullstory,google_analytics,google_tag_manager,atlassian_jira,ibm_websphere,salesforce,mysql","","https://yourdigitalrights.org/d/siteimpact.com","26.3051173,-80.187986"
"skipsmasher.com","info@skipsmasher.com","","https://www.skipsmasher.com/privacy.aspx","","+1 866-505-7170","27851 Diaz Rd, Temecula, CA 92590, USA","","","skipsmasher.com","","","+1 866-505-7170","info@skipsmasher.com","","","","","","","","","","27851 Diaz Rd, Temecula, CA 92590, USA","America/Los_Angeles","-7","27851","Diaz Road","","Temecula","92590","California","CA","United States","US","33.506161","-117.161266","","","","","","","","","","","","","private","","","","","1443156","","","","","","","","google_apps,aws_route_53,asp_net,google_analytics,google_adwords,authorizenet,recaptcha","","https://yourdigitalrights.org/d/skipsmasher.com","33.506161,-117.161266"
"skydeo.com","privacy@skydeo.com","Skydeo","","","+1 212-751-2700","695 Atlantic Ave, Boston, MA 02111, USA","","Skydeo Inc","skydeo.com","trucksegment.com,atriadatasystems.com,appaudiences.com,safergraph.com,samedevicematch.com,aisegments.com,people-basedmarketing.com,idgraph.com,audiencesegments.com,spmsdata.com,mobileaudiences.com,skydeo.net,princetondatasolutions.com,skydeo.org,personabasedmarketing.com,mobileappaudiences.com,safestgraph.com,appsegments.com","","+1 212-751-2700","","Information Technology","Software & Services","Internet Software & Services","Internet Software & Services","73","54","Technology,Information Technology & Services,Marketing & Advertising,B2B,SAAS,Mobile","Skydeo helps advertisers acquire new customers using mobile data insights, targeting and measurement. Skydeo data sets include AppGraph, ShoppingGraph, IDGraph & PlacesGraph data using mobile Ad IDs (MAIDs).","2015","695 Atlantic Ave, Boston, MA 02111, USA","America/New_York","-4","695","Atlantic Avenue","","Boston","2111","Massachusetts","MA","United States","US","42.3515864","-71.0563232","https://logo.clearbit.com/skydeo.com","","company/skydeo","SkydeoInc","3401377221","Programmatic Audiences Custom AI Segments. MAIDs. Mobile Data.","372","1853","Boston - New York - Austin","https://t.co/NoO7QgGdi1","https://pbs.twimg.com/profile_images/759882601595342848/nm5CUPJc_normal.jpg","organization/skydeo-inc","private","","","","","3852194","10","1-10","","","","$1M-$10M","","google_apps,cloud_flare,facebook_advertiser,wordpress,woo_commerce,facebook_connect,linked_in_advertiser,hubspot,piwik,google_analytics,google_tag_manager,rubicon_project,appnexus,pipedrive,salesforce,aws_iam,mysql","","https://yourdigitalrights.org/d/skydeo.com","42.3515864,-71.0563232"
"skyhook.com","privacy@skyhook.com","Skyhook Holding, Inc.","","","","1400 Liberty Ridge Drive, Wayne, PA 19087, United States","","Skyhook Wireless, Inc.","skyhook.com","","","","","Telecommunication Services","Telecommunication Services","Diversified Telecommunication Services","Integrated Telecommunication Services","48","51","Information Technology & Services,Telecommunications,Wired,Wireless,Information,Internet,Technology,ISP,B2B,Mobile","Skyhook is the leading independent provider of Wi Fi, cellular, and hybrid positioning. Skyhook is changing the world through location. Enable location based services, experiences, and insights with Skyhook, the leading independent provider of Wi Fi, c...","2003","12 Thomson Pl #4, Boston, MA 02210","America/New_York","-5","12","Thomson Place","#4","Boston","2210","Massachusetts","MA","United States","US","42.3519736","-71.048348","https://logo.clearbit.com/skyhook.com","","company/skyhook-wireless","Skyhook","64417115","Skyhook is changing the world through location. Follow us for news, resources, and inspiration on how #location & #IoT can advance your products.","2361","2132","Boston, MA","https://t.co/EOOc63HnAY","https://pbs.twimg.com/profile_images/461911744210673666/44Podl1k_normal.png","organization/skyhook-wireless","private","","","","","1176816","75","51-250","","","","$10M-$50M","","hubspot,microsoft_office_365,piwik,apache_hadoop,atlassian_confluence,okta,mongodb,apache_spark,salesforce,github,quickbooks,postgresql,mysql,atlassian_jira,oracle_hyperion,hive","","https://yourdigitalrights.org/d/skyhook.com","42.3519736,-71.048348"
"slashdotmedia.com","privacy@slashdotmedia.com;sfnet_ops@slashdotmedia.com;dmca@slashdotmedia.com;privacy@slashdotmedia.com","Slashdot Media","","","+1 858-454-5900,+1 800-552-9000,+1 707-237-2321,+1 916-445-1254,+1 800-952-5210","225 W Santa Clara St, San Jose, CA 95113-1723, US","","SLASHDOT MEDIA LLC","slashdotmedia.com","slashdotmedia.us,slashdotmedia.net","","+1 858-454-5900,+1 800-552-9000,+1 707-237-2321,+1 916-445-1254,+1 800-952-5210","sfnet_ops@slashdotmedia.com,dmca@slashdotmedia.com,privacy@slashdotmedia.com","Consumer Discretionary","Media","Media","Media","73","54","Media,SAAS,B2B,Enterprise","Slashdot Media is a global leader in professional B2B & technology communities. Our properties – SourceForge.net, Slashdot.org, VoIPReview.org, Wirefly.com, MyRatePlan.com, among others.","2003","225 W Santa Clara St, San Jose, CA 95113-1723, US","America/Los_Angeles","-7","225","W Santa Clara St","","San Jose","95113","California","CA","United States","US","37.33431","-121.89468","https://logo.clearbit.com/slashdotmedia.com","slashdotmedia","company/slashdot-media","SlashdotMedia","544733369","Slashdot Media is the global leader in professional technology communities and reaches a worldwide audience of over 42 million IT professionals and enthusiasts.","706","793","1.855.752.7436","http://t.co/o8WIY9YpyR","https://pbs.twimg.com/profile_images/3385794594/740dffaccbf6c7e41b6a115c847b5134_normal.png","organization/slashdot-media","private","","","","69630","140347","75","51-250","","","","","","google_apps,dns_made_easy,mailchimp,recaptcha,wordpress,nginx,adroll,salesforce,google_maps,google_analytics,matomo,atlassian_jira,bluekai,microsoft_dynamics,splunk,netsuite,github,hootsuite,marchex,openx,mongodb,couchbase,mediamath,dstillery,oracle_crm,apache_hadoop,mysql","bizx.info","https://yourdigitalrights.org/d/slashdotmedia.com","37.33431,-121.89468"
"slintel.com","deepak@slintel.com","Slintel, Inc.","","","","169 rabbit ct, Fremont, CA 94539, United States","","","6sense.com","datalaab.com,saleswhale.com,fortella.ai,slintel.com,zeniq.io,talkingsense.com","","","","Industrials","Commercial & Professional Services","Professional Services","Consulting","87","54","Information Technology & Services,Technology,Artificial Intelligence,Computer Science,Marketing & Advertising,Advanced Analytics,Digital Marketing,Sales Development,Business Intelligence,Automation,Customer Care,Data & Analytics,Machine Learning,Marketing,Consulting,Professional Services,Agency,B2B,SAAS","6sense is a B2B predictive intelligence engine that reinvents pipeline to revenue with Revenue AI™. It empowers marketing and sales teams with 100% buyer visibility, accurate predictions, and AI-driven insights.","2013","47 Lusk St, San Francisco, CA 94107, USA","America/Los_Angeles","-8","47","Lusk Street","","San Francisco","94107","California","CA","United States","US","37.7783837","-122.3941886","https://logo.clearbit.com/6sense.com","1.40786E+15","company/6sense","6senseInc","2421060835","6sense Revenue AI™ reimagines the way revenue teams create, manage and convert pipeline to revenue. Learn more about us at https://t.co/UC6BFD9pYu","18521","15542","San Francisco","https://t.co/TzozJFCDGP","https://pbs.twimg.com/profile_images/1545411814720262144/s5e9l9aU_normal.jpg","organization/6sense","private","","462587906","+1 415-305-5951","17733","77539","2000","1K-5K","","526000000","","$500M-$1B","12","aws_route_53,mutiny,google_tag_manager,microsoft_office_365,wordpress,microsoft_exchange_online,wistia,cloud_flare,greenhouse,ruby_on_rails,typekit_by_adobe,marketo,sixsense,conversio,appnexus,apache_http_server,dropbox,workday,qliktech,sap_concur,apache_hadoop,dstillery,openx,mediamath,microsoft_dynamics,hootsuite,apache_tomcat,hbase,basecamp,informatica,okta,the_trade_desk,mongodb,pubmatic,oracle_crm,peoplesoft_crm,microsoft_teams,apache_spark,rubicon_project,qlikview,salesforce,oracle_peoplesoft,aws_redshift,teradata,sage_intacct,bluekai,acxiom,github,quickbooks,netsuite,postgresql,mysql,snowflake,adobe_marketing_cloud,sap_crm,aggregate_knowledge,atlassian_jira,oracle_hyperion,hive,iponweb_bidswitch","undefined","undefined","37.7783837,-122.3941886"
"smacomm.com","steven@smacomm.com;admin@smacomm.com","SMA Communications","","","+1 561-367-5129,+1 561-910-1530,+1 561-866-4004","6853 SW 18th St #M200, Boca Raton, FL 33433-7056, US","","SMA Communications LLC","smacomm.com","smacomm.net","","+1 561-367-5129,+1 561-910-1530,+1 561-866-4004","admin@smacomm.com","Consumer Discretionary","Media","Media","Advertising","73","54","Marketing & Advertising,B2B","SMA Communications is an information provider focused on connecting our clients to their audiences across multiple distribution channels via email, postal&phone","2006","6853 SW 18th St #M200, Boca Raton, FL 33433-7056, US","America/New_York","-4","6853","SW 18th St","M200","Boca Raton","33433","Florida","FL","United States","US","26.3319","-80.14625","https://logo.clearbit.com/smacomm.com","smacommunications","company/sma-communications","smacomm","44418747","SMA Communications is an information provider focused on connecting our clients to their audiences across multiple distribution channels via email, postal&phone","76","366","Boca Raton, FL","https://t.co/ehjp2SQP8Q","https://pbs.twimg.com/profile_images/1021789090512084994/axB8YSh__normal.jpg","","private","","","","","7839911","30","11-50","","","","$1M-$10M","","godaddy_nameserver,microsoft_exchange_online,outlook,microsoft_office_365,recaptcha,wordpress,apache,twitter_button,google_maps,go_squared,google_analytics,google_tag_manager,apache_tomcat,apache_http_server,woo_commerce,salesforce","","https://yourdigitalrights.org/d/smacomm.com","26.3319,-80.14625"
"smartbackgroundchecks.com","","SmartBackgroundchecks","","","+1 800-571-0614","PO Box 105603, Atlanta, GA 30348-5603, US","","","smartbackgroundchecks.com","","","+1 800-571-0614","","","","","","","","","Get free background information you need on nearly any adult in the U.S. with a people search at Smart Background Checks. Start a lookup by name today!","","PO Box 105603, Atlanta, GA 30348-5603, US","America/New_York","-4","105603","PO Box","","Atlanta","30348","Georgia","GA","United States","US","33.83532","-84.39266","https://logo.clearbit.com/smartbackgroundchecks.com","","","SmartBackground","1.07E+18","","1","0","","","https://pbs.twimg.com/profile_images/1073023314237435904/l1IZDLSD_normal.jpg","","private","","","","8385","37741","","","","","","","","godaddy_nameserver,double_click,google_adsense,google_tag_manager,apache,recaptcha","","https://yourdigitalrights.org/d/smartbackgroundchecks.com","33.83532,-84.39266"
